sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot
184183,https://sofifa.com/player/184183/sebastien-dewaest/20/159586,S. Dewaest,Sébastien Dewaest,28,1991-05-27,188,88,Belgium,KRC Genk,75,76,6500000,15000,CB,Right
186648,https://sofifa.com/player/186648/tamas-kadar/20/159586,T. Kádár,Tamás Kádár,29,1990-03-14,188,79,Hungary,Dynamo Kyiv,75,76,6500000,1000,"CB, LB",Left
190113,https://sofifa.com/player/190113/mert-gunok/20/159586,M. Günok,Fehmi Mert Günok,30,1989-03-01,196,92,Turkey,Medipol Başakşehir FK,75,76,5000000,24000,GK,Right
190824,https://sofifa.com/player/190824/omar-elabdellaoui/20/159586,O. Elabdellaoui,Omar Elabdellaoui,27,1991-12-05,177,74,Norway,Olympiacos CFP,75,76,6500000,1000,RB,Right
191783,https://sofifa.com/player/191783/valon-berisha/20/159586,V. Berisha,Valon Berisha,26,1993-02-07,176,70,Kosovo,Lazio,75,76,8000000,40000,"LM, CM, CAM",Right
195038,https://sofifa.com/player/195038/florian-kainz/20/159586,F. Kainz,Florian Kainz,26,1992-10-24,176,71,Austria,1. FC Köln,75,76,8000000,25000,"LM, CM, CAM",Right
195479,https://sofifa.com/player/195479/james-tavernier/20/159586,J. Tavernier,James Tavernier,27,1991-10-31,182,75,England,Rangers FC,75,76,6500000,42000,RB,Right
198504,https://sofifa.com/player/198504/josip-drmic/20/159586,J. Drmić,Josip Drmić,26,1992-08-08,183,81,Switzerland,Norwich City,75,76,8000000,46000,ST,Right
201303,https://sofifa.com/player/201303/rasmus-falk/20/159586,R. Falk,Rasmus Falk Jensen,27,1992-01-15,177,65,Denmark,FC København,75,76,7500000,20000,"CM, LM, RM",Right
201858,https://sofifa.com/player/201858/nicola-sansone/20/159586,N. Sansone,Nicola Sansone,27,1991-09-10,173,63,Italy,Bologna,75,76,8000000,32000,"ST, CAM, LW",Right
202282,https://sofifa.com/player/202282/stuart-armstrong/20/159586,S. Armstrong,Stuart Armstrong,27,1992-03-30,183,75,Scotland,Southampton,75,76,7500000,46000,"CAM, CDM, CM",Right
202515,https://sofifa.com/player/202515/jese-rodriguez-ruiz/20/159586,Jesé,Jesé Rodríguez Ruiz,26,1993-02-26,178,72,Spain,Paris Saint-Germain,75,76,8000000,64000,"LW, ST",Right
204355,https://sofifa.com/player/204355/paul-dummett/20/159586,P. Dummett,Paul Dummett,27,1991-09-26,183,82,Wales,Newcastle United,75,76,6500000,32000,"CB, LB",Left
204472,https://sofifa.com/player/204472/bouna-sarr/20/159586,B. Sarr,Bouna Sarr,27,1992-01-31,177,65,France,Olympique de Marseille,75,76,6500000,28000,"RB, RM",Right
205086,https://sofifa.com/player/205086/philipp-klement/20/159586,P. Klement,Phillipp Klement,26,1992-09-09,175,72,Germany,VfB Stuttgart,75,76,8000000,26000,"CAM, CM, RM",Left
205895,https://sofifa.com/player/205895/alexander-ring/20/159586,A. Ring,Alexander Ring,28,1991-04-09,178,73,Finland,New York City FC,75,76,6500000,8000,"CDM, CM, CB",Right
205942,https://sofifa.com/player/205942/silviu-lung/20/159586,S. Lung,Silviu Lung,30,1989-06-04,189,84,Romania,Kayserispor,75,76,5000000,11000,GK,Right
206414,https://sofifa.com/player/206414/sergiy-kryvtsov/20/159586,S. Kryvtsov,Sergiy Kryvtsov,28,1991-03-15,186,83,Ukraine,Shakhtar Donetsk,75,76,6500000,1000,CB,Right
208224,https://sofifa.com/player/208224/petros-mantalos/20/159586,P. Mantalos,Petros Mantalos,27,1991-08-31,176,73,Greece,AEK Athens,75,76,7500000,1000,"CAM, CM, RM",Right
209547,https://sofifa.com/player/209547/stefan-mitrovic/20/159586,S. Mitrović,Stefan Mitrović,29,1990-05-22,189,84,Serbia,RC Strasbourg Alsace,75,76,6500000,25000,CB,Right
209782,https://sofifa.com/player/209782/sam-larsson/20/159586,S. Larsson,Sam Larsson,26,1993-04-10,179,70,Sweden,Feyenoord,75,76,8000000,15000,LW,Right
209846,https://sofifa.com/player/209846/christian-gunter/20/159586,C. Günter,Christian Günter,26,1993-02-28,185,86,Germany,SC Freiburg,75,76,7000000,21000,"LB, LWB",Left
210441,https://sofifa.com/player/210441/francisco-sol-ortiz/20/159586,Fran Sol,Francisco Sol Ortiz,27,1992-03-13,181,77,Spain,Dynamo Kyiv,75,76,8000000,1000,ST,Right
210648,https://sofifa.com/player/210648/ahmed-hegazi/20/159586,A. Hegazi,Ahmed Hegazi,28,1991-01-25,194,95,Egypt,West Bromwich Albion,75,76,6500000,38000,CB,Right
210930,https://sofifa.com/player/210930/carles-gil-pareja/20/159586,Carles Gil,Carles Gil Pareja,26,1992-11-02,170,65,Spain,New England Revolution,75,76,8000000,9000,"CAM, CM, RM",Left
211269,https://sofifa.com/player/211269/guillermo-fernandez/20/159586,G. Fernández,Guillermo Matías Fernández,27,1991-10-11,178,75,Argentina,Cruz Azul,75,76,7500000,24000,"CAM, LM",Right
214026,https://sofifa.com/player/214026/johan-mojica/20/159586,J. Mojica,Johan Andrés Mojica Palacio,26,1992-08-21,185,73,Colombia,Girona FC,75,76,7000000,10000,"LWB, LM, LB",Left
215699,https://sofifa.com/player/215699/youssouf-sabaly/20/159586,Y. Sabaly,Youssouf Sabaly,26,1993-03-05,173,67,Senegal,FC Girondins de Bordeaux,75,76,7000000,26000,RB,Right
215871,https://sofifa.com/player/215871/alireza-jahanbakhsh/20/159586,A. Jahanbakhsh,Alireza Jahanbakhsh,25,1993-08-11,180,78,Iran,Brighton & Hove Albion,75,76,8000000,44000,"RW, LW",Right
216742,https://sofifa.com/player/216742/miha-mevlja/20/159586,M. Mevlja,Miha Mevlja,29,1990-06-12,190,83,Slovenia,Slovenia,75,76,0,0,CB,Right
219789,https://sofifa.com/player/219789/hamari-traore/20/159586,H. Traoré,Hamari Traoré,27,1992-01-27,175,71,Mali,Stade Rennais FC,75,76,6500000,33000,RB,Right
220132,https://sofifa.com/player/220132/joseba-zaldua-bengoetxea/20/159586,Zaldúa,Joseba Zaldúa Bengoetxea,27,1992-06-24,176,70,Spain,Real Sociedad,75,76,6500000,23000,RB,Right
220948,https://sofifa.com/player/220948/serhiy-sydorchuk/20/159586,S. Sydorchuk,Serhiy Sydorchuk,28,1991-05-02,189,80,Ukraine,Dynamo Kyiv,75,76,6500000,1000,"CDM, CM",Right
221310,https://sofifa.com/player/221310/andres-felipe-roa/20/159586,A. Roa,Andrés Felipe Roa Estrada,26,1993-05-25,175,69,Colombia,Independiente,75,76,8000000,20000,"CAM, LM, RM",Right
221587,https://sofifa.com/player/221587/joe-lolley/20/159586,J. Lolley,Joe Lolley,26,1992-08-25,178,72,England,Nottingham Forest,75,76,8000000,40000,"RM, LM, RW",Left
228717,https://sofifa.com/player/228717/yoshinori-muto/20/159586,Y. Mutō,武藤 嘉紀,26,1992-07-15,178,72,Japan,Newcastle United,75,76,8000000,39000,"ST, CF",Right
229037,https://sofifa.com/player/229037/borja-valle-balonga/20/159586,Borja Valle,Borja Valle Balonga,26,1992-07-09,177,72,Spain,Deportivo de La Coruña,75,76,8000000,11000,"ST, LM",Right
229071,https://sofifa.com/player/229071/karim-onisiwo/20/159586,K. Onisiwo,Karim Onisiwo,27,1992-03-17,188,85,Austria,1. FSV Mainz 05,75,76,8000000,28000,"ST, RM",Right
232905,https://sofifa.com/player/232905/junya-ito/20/159586,J. Ito,伊东 纯也,26,1993-03-09,176,68,Japan,KRC Genk,75,76,8000000,17000,RW,Right
236221,https://sofifa.com/player/236221/darko-brasanac/20/159586,D. Brašanac,Darko Brašanac,27,1992-02-12,178,73,Serbia,CA Osasuna,75,76,7500000,28000,"CM, RM, CDM",Right
243007,https://sofifa.com/player/243007/lukas-masopust/20/159586,L. Masopust,Lukáš Masopust,26,1993-02-12,179,76,Czech Republic,SK Slavia Praha,75,76,8000000,1000,"RM, ST, LM",Right
25420,https://sofifa.com/player/25420/claudio-pizarro/20/159586,C. Pizarro,Claudio Miguel Pizarro Bossio,40,1978-10-03,184,84,Peru,SV Werder Bremen,75,75,0,20000,ST,Right
49000,https://sofifa.com/player/49000/allan-mcgregor/20/159586,A. McGregor,Allan McGregor,37,1982-01-31,183,74,Scotland,Rangers FC,75,75,675000,22000,GK,Right
105846,https://sofifa.com/player/105846/artur-boruc/20/159586,A. Boruc,Artur Boruc,39,1980-02-20,193,87,Poland,Bournemouth,75,75,675000,23000,GK,Right
110376,https://sofifa.com/player/110376/jonatan-soriano-casas/20/159586,Jonatan Soriano,Jonatan Soriano Casas,33,1985-09-24,180,72,Spain,Al Hilal,75,75,4200000,38000,"ST, CF",Right
112365,https://sofifa.com/player/112365/renaud-cohade/20/159586,R. Cohade,Renaud Cohade,34,1984-09-29,181,75,France,FC Metz,75,75,3200000,18000,CM,Right
132740,https://sofifa.com/player/132740/jesper-hansen/20/159586,J. Hansen,Jesper Hansen,34,1985-05-31,188,78,Denmark,FC Midtjylland,75,75,2900000,16000,GK,Right
134820,https://sofifa.com/player/134820/scott-brown/20/159586,S. Brown,Scott Brown,34,1985-06-25,175,80,Scotland,Celtic,75,75,2600000,42000,CDM,Right
135883,https://sofifa.com/player/135883/simon-francis/20/159586,S. Francis,Simon Francis,34,1985-02-16,187,90,England,Bournemouth,75,75,2500000,49000,"CB, RB",Right
136113,https://sofifa.com/player/136113/wes-morgan/20/159586,W. Morgan,Wes Morgan,35,1984-01-21,186,101,Jamaica,Leicester City,75,75,2000000,41000,CB,Right
138918,https://sofifa.com/player/138918/luca-rigoni/20/159586,L. Rigoni,Luca Rigoni,34,1984-12-07,185,75,Italy,Parma,75,75,3200000,37000,"CM, CDM",Right
139062,https://sofifa.com/player/139062/willy-caballero/20/159586,W. Caballero,Wilfredo Daniel Caballero,37,1981-09-28,186,81,Argentina,Chelsea,75,75,675000,37000,GK,Right
139860,https://sofifa.com/player/139860/jeremy-morel/20/159586,J. Morel,Jérémy Morel,35,1984-04-02,175,78,Madagascar,Stade Rennais FC,75,75,2000000,23000,CB,Left
140082,https://sofifa.com/player/140082/rafael-pinheiro-andrade-bittencourt/20/159586,Rafael,Rafael  de Andrade Bittencourt Pinheiro,37,1982-03-03,187,80,Brazil,Cagliari,75,75,675000,14000,GK,Right
142721,https://sofifa.com/player/142721/marcelo-barovero/20/159586,M. Barovero,Marcelo Barovero,35,1984-02-18,182,74,Argentina,Monterrey,75,75,1800000,18000,GK,Right
142784,https://sofifa.com/player/142784/pablo-zabaleta/20/159586,P. Zabaleta,Pablo Javier Zabaleta Girod,34,1985-01-16,178,74,Argentina,West Ham United,75,75,2300000,57000,"RB, CDM",Right
142959,https://sofifa.com/player/142959/mariano-barbosa/20/159586,M. Barbosa,Mariano Damián Barbosa,34,1984-07-27,188,79,Argentina,Villarreal CF,75,75,2900000,21000,GK,Right
143699,https://sofifa.com/player/143699/gokhan-gonul/20/159586,G. Gönül,Gökhan Gönül,34,1985-01-04,175,75,Turkey,Beşiktaş JK,75,75,2300000,48000,RB,Right
150516,https://sofifa.com/player/150516/lukas-podolski/20/159586,L. Podolski,Lukas Podolski,34,1985-06-04,182,83,Germany,Vissel Kobe,75,75,3400000,9000,"CAM, ST, RW",Left
152211,https://sofifa.com/player/152211/ramazan-ozcan/20/159586,R. Özcan,Ramazan Özcan,35,1984-06-28,184,78,Austria,Bayer 04 Leverkusen,75,75,1800000,23000,GK,Left
152916,https://sofifa.com/player/152916/rubens-sambueza/20/159586,R. Sambueza,Rubens Omar Óscar Sambueza,35,1984-01-01,174,72,Argentina,Pachuca,75,75,2900000,15000,"RM, LM",Left
153048,https://sofifa.com/player/153048/magnus-wolff-eikrem/20/159586,M. Wolff Eikrem,Magnus  Wolff Eikrem,28,1990-08-08,184,69,Norway,Molde FK,75,75,6500000,9000,"CAM, CM",Right
156412,https://sofifa.com/player/156412/jose-de-jesus-corona/20/159586,J. Corona,José de Jesús Corona Rodríguez,38,1981-01-26,184,84,Mexico,Cruz Azul,75,75,675000,12000,GK,Right
157492,https://sofifa.com/player/157492/jorge-valdivia/20/159586,J. Valdivia,Jorge Luís Valdivia Toro,35,1983-10-19,173,71,Chile,Colo-Colo,75,75,2900000,7000,CAM,Right
157665,https://sofifa.com/player/157665/scott-dann/20/159586,S. Dann,Scott Dann,32,1987-02-14,188,78,England,Crystal Palace,75,75,4300000,42000,CB,Right
158144,https://sofifa.com/player/158144/salvador-sevilla-lopez/20/159586,Salva Sevilla,Salvador Sevilla López,35,1984-03-18,178,71,Spain,RCD Mallorca,75,75,2800000,18000,"CM, LM, CAM",Right
159175,https://sofifa.com/player/159175/alaixys-romao/20/159586,A. Romao,Jacques-Alaixys Romao,35,1984-01-18,180,74,Togo,Stade de Reims,75,75,2100000,17000,CDM,Right
161805,https://sofifa.com/player/161805/valon-behrami/20/159586,V. Behrami,Valon Behrami,34,1985-04-19,185,82,Switzerland,FC Sion,75,75,2600000,27000,CDM,Right
162221,https://sofifa.com/player/162221/faris-haroun/20/159586,F. Haroun,Faris Haroun,33,1985-09-22,188,75,Belgium,Royal Antwerp FC,75,75,3200000,12000,"CDM, CM",Right
163631,https://sofifa.com/player/163631/leighton-baines/20/159586,L. Baines,Leighton Baines,34,1984-12-11,170,70,England,Everton,75,75,2300000,57000,LB,Left
163665,https://sofifa.com/player/163665/daniel-congre/20/159586,D. Congré,Daniel Congré,34,1985-04-05,185,80,France,Montpellier HSC,75,75,2500000,26000,CB,Right
163806,https://sofifa.com/player/163806/sergio-alvarez-conde/20/159586,Sergio,Sergio Álvarez Conde,32,1986-08-03,180,75,Spain,RC Celta,75,75,4000000,16000,GK,Right
164878,https://sofifa.com/player/164878/lior-refaelov/20/159586,L. Refaelov,Lior Refaelov,33,1986-04-26,175,68,Israel,Royal Antwerp FC,75,75,4000000,13000,"CAM, CM, RM",Right
164994,https://sofifa.com/player/164994/jakub-blaszczykowski/20/159586,J. Błaszczykowski,Jakub Błaszczykowski,33,1985-12-14,175,67,Poland,Wisła Kraków,75,75,4000000,9000,"RM, RB",Right
165536,https://sofifa.com/player/165536/gustavo-cabral/20/159586,G. Cabral,Gustavo Daniel Cabral Cáceres,33,1985-10-14,184,76,Argentina,Pachuca,75,75,3100000,19000,CB,Right
165769,https://sofifa.com/player/165769/cassio-albuquerque-anjos/20/159586,Cássio,Cássio Albuquerque dos Anjos,38,1980-08-12,185,83,Brazil,Al Taawoun,75,75,675000,11000,GK,Right
167431,https://sofifa.com/player/167431/gonzalo-castro/20/159586,G. Castro,Gonzalo Castro Randon,32,1987-06-11,172,72,Germany,VfB Stuttgart,75,75,5000000,26000,"CM, CDM",Right
167665,https://sofifa.com/player/167665/nicolas-domingo/20/159586,N. Domingo,Nicolás Mario Domingo,34,1985-04-08,174,70,Argentina,Independiente,75,75,2600000,18000,"CDM, CM, CB",Right
168565,https://sofifa.com/player/168565/hugo-rodallega/20/159586,H. Rodallega,Hugo Rodallega Martínez,33,1985-07-25,181,72,Colombia,Denizlispor,75,75,4200000,26000,ST,Right
168621,https://sofifa.com/player/168621/jose-carlos-goncalves-rodrigues/20/159586,Zeca,José Carlos Gonçalves Rodrigues,30,1988-08-31,182,67,Greece,FC København,75,75,6000000,20000,CM,Right
169426,https://sofifa.com/player/169426/antonio-barragan-fernandez/20/159586,Barragán,Antonio Barragán Fernández,32,1987-06-12,183,76,Spain,Real Betis,75,75,4100000,20000,"RB, RM",Right
169697,https://sofifa.com/player/169697/darren-randolph/20/159586,D. Randolph,Darren Randolph,32,1987-05-12,188,78,Republic of Ireland,Middlesbrough,75,75,4000000,24000,GK,Right
170084,https://sofifa.com/player/170084/wayne-hennessey/20/159586,W. Hennessey,Wayne  Hennessey,32,1987-01-24,198,90,Wales,Crystal Palace,75,75,4000000,34000,GK,Right
170320,https://sofifa.com/player/170320/lorenzo-de-silvestri/20/159586,L. De Silvestri,Lorenzo De Silvestri,31,1988-05-23,186,84,Italy,Torino,75,75,6000000,37000,"RM, RB",Right
170719,https://sofifa.com/player/170719/diego-buonanotte/20/159586,D. Buonanotte,Diego Mario Buonanotte Rende,31,1988-04-19,161,57,Argentina,Universidad Católica,75,75,6000000,13000,CAM,Left
171018,https://sofifa.com/player/171018/mario-suarez-mata/20/159586,Mario Suárez,Mario Suárez Mata,32,1987-02-24,188,80,Spain,Rayo Vallecano,75,75,5000000,9000,"CM, CDM, CB",Right
171875,https://sofifa.com/player/171875/caner-erkin/20/159586,C. Erkin,Caner Erkin,30,1988-10-04,181,72,Turkey,Beşiktaş JK,75,75,5500000,48000,"LB, LM",Left
171896,https://sofifa.com/player/171896/hugo-ayala/20/159586,H. Ayala,Hugo Ayala Castro,32,1987-03-31,183,81,Mexico,Tigres U.A.N.L.,75,75,4300000,53000,CB,Right
172113,https://sofifa.com/player/172113/matias-fritzler/20/159586,M. Fritzler,Matías Lionel Fritzler,32,1986-08-23,179,73,Argentina,Club Atlético Colón,75,75,4400000,13000,"CDM, CM",Right
172723,https://sofifa.com/player/172723/asmir-begovic/20/159586,A. Begović,Asmir Begović,32,1987-06-20,199,83,Bosnia Herzegovina,Bournemouth,75,75,4000000,39000,GK,Right
172768,https://sofifa.com/player/172768/andrew-surman/20/159586,A. Surman,Andrew Surman,32,1986-08-20,178,73,England,Bournemouth,75,75,5000000,53000,CM,Left
172953,https://sofifa.com/player/172953/adrian-mariappa/20/159586,A. Mariappa,Adrian Mariappa,32,1986-10-03,180,79,Jamaica,Watford,75,75,4300000,49000,CB,Right
174549,https://sofifa.com/player/174549/matias-fernandez/20/159586,M. Fernández,Matías Ariel Fernández Fernández,33,1986-05-15,178,72,Chile,Junior FC,75,75,3900000,5000,"CM, CAM",Right
176009,https://sofifa.com/player/176009/sven-kums/20/159586,S. Kums,Sven Kums,31,1988-02-26,175,73,Belgium,RSC Anderlecht,75,75,5500000,19000,"CM, CDM",Right
177525,https://sofifa.com/player/177525/nabil-dirar/20/159586,N. Dirar,Nabil Dirar,33,1986-02-25,187,79,Morocco,Fenerbahçe SK,75,75,4000000,53000,"RM, RB",Right
177533,https://sofifa.com/player/177533/manuel-marouan-da-costa-senoussi/20/159586,Manuel da Costa,Manuel Marouan da Costa Trinidade,33,1986-05-06,191,84,Morocco,Al Ittihad,75,75,3100000,32000,CB,Right
177644,https://sofifa.com/player/177644/francisco-casilla-cortes/20/159586,Kiko Casilla,Francisco Casilla Cortés,32,1986-10-02,190,86,Spain,Leeds United,75,75,4000000,40000,GK,Right
177666,https://sofifa.com/player/177666/martin-harnik/20/159586,M. Harnik,Martin Harnik,32,1987-06-10,186,80,Austria,SV Werder Bremen,75,75,5500000,28000,"ST, RM",Right
177765,https://sofifa.com/player/177765/papiss-demba-cisse/20/159586,P. Cissé,Papiss Demba Cissé,34,1985-06-03,183,73,Senegal,Alanyaspor,75,75,3500000,16000,ST,Right
178091,https://sofifa.com/player/178091/stefano-okaka/20/159586,S. Okaka,Stefano Okaka Chuka,29,1989-08-09,186,90,Italy,Watford,75,75,6500000,60000,ST,Right
179551,https://sofifa.com/player/179551/ola-kamara/20/159586,O. Kamara,Ola  Williams Kamara,29,1989-10-15,184,71,Norway,DC United,75,75,6500000,10000,"ST, LW",Right
179605,https://sofifa.com/player/179605/adel-taarabt/20/159586,A. Taarabt,Adel Taarabt,30,1989-05-24,185,75,Morocco,SL Benfica,75,75,6500000,13000,"CAM, CM, LM",Right
179752,https://sofifa.com/player/179752/oscar-cardozo/20/159586,O. Cardozo,Oscar René Cardozo Marín,36,1983-05-20,193,87,Paraguay,Paraguay,75,75,0,0,ST,Left
179875,https://sofifa.com/player/179875/dame-ndoye/20/159586,D. N'Doye,Dame N'Doye,34,1985-02-21,186,81,Senegal,FC København,75,75,3500000,22000,ST,Right
179954,https://sofifa.com/player/179954/thomas-kraft/20/159586,T. Kraft,Thomas Kraft,30,1988-07-22,187,85,Germany,Hertha BSC,75,75,4500000,19000,GK,Right
181402,https://sofifa.com/player/181402/william-vainqueur/20/159586,W. Vainqueur,William Vainqueur,30,1988-11-19,179,73,France,Toulouse Football Club,75,75,5500000,24000,CDM,Right
181481,https://sofifa.com/player/181481/danny-vukovic/20/159586,D. Vukovic,Danny Vukovic,34,1985-03-27,188,96,Australia,KRC Genk,75,75,2900000,12000,GK,Right
181573,https://sofifa.com/player/181573/odil-akhmedov/20/159586,O. Akhmedov,Odil Akhmedov,31,1987-11-25,181,76,Uzbekistan,Shanghai SIPG FC,75,75,5500000,17000,"CM, CDM",Right
182133,https://sofifa.com/player/182133/alexandru-epureanu/20/159586,A. Epureanu,Alexandru Epureanu,32,1986-09-27,189,85,Moldova,Medipol Başakşehir FK,75,75,4300000,30000,CB,Left
182168,https://sofifa.com/player/182168/andrea-ranocchia/20/159586,A. Ranocchia,Andrea Ranocchia,31,1988-02-16,195,81,Italy,Inter,75,75,4900000,45000,CB,Right
182670,https://sofifa.com/player/182670/mahmut-tekdemir/20/159586,M. Tekdemir,Mahmut Tekdemir,31,1988-01-20,178,68,Turkey,Medipol Başakşehir FK,75,75,4900000,30000,"CB, CDM",Right
182836,https://sofifa.com/player/182836/andy-carroll/20/159586,A. Carroll,Andy Carroll,30,1989-01-06,193,79,England,Newcastle United,75,75,6500000,39000,ST,Left
182882,https://sofifa.com/player/182882/carlos-sanchez/20/159586,C. Sánchez,Carlos Sánchez,33,1986-02-06,182,82,Colombia,West Ham United,75,75,3200000,57000,"CDM, CB",Right
182888,https://sofifa.com/player/182888/havard-nordtveit/20/159586,H. Nordtveit,Håvard Nordtveit,29,1990-06-21,188,83,Norway,TSG 1899 Hoffenheim,75,75,5500000,29000,"CB, CDM, RB",Right
183332,https://sofifa.com/player/183332/fin-bartels/20/159586,F. Bartels,Fin Bartels,32,1987-02-07,176,69,Germany,SV Werder Bremen,75,75,5000000,25000,"RM, CF, LM",Right
183475,https://sofifa.com/player/183475/sten-michael-grytebust/20/159586,S. Grytebust,Sten Michael Grytebust,29,1989-10-25,185,82,Norway,FC København,75,75,4700000,16000,GK,Right
183483,https://sofifa.com/player/183483/konstantinos-mitroglou/20/159586,K. Mitroglou,Konstantinos Mitroglou,31,1988-03-12,188,86,Greece,Galatasaray SK,75,75,6000000,58000,ST,Left
183546,https://sofifa.com/player/183546/jonathan-hogg/20/159586,J. Hogg,Jonathan Hogg,30,1988-12-06,176,73,England,Huddersfield Town,75,75,5500000,30000,"CDM, CM",Right
183568,https://sofifa.com/player/183568/sebastian-langkamp/20/159586,S. Langkamp,Sebastian Langkamp,31,1988-01-15,191,85,Germany,SV Werder Bremen,75,75,4900000,23000,CB,Right
184082,https://sofifa.com/player/184082/lamine-kone/20/159586,L. Koné,Lamine Koné,30,1989-02-01,189,90,Ivory Coast,RC Strasbourg Alsace,75,75,5500000,24000,CB,Right
184111,https://sofifa.com/player/184111/christian-benteke/20/159586,C. Benteke,Christian Benteke Liolo,28,1990-12-03,190,83,Belgium,Crystal Palace,75,75,7000000,52000,ST,Right
184190,https://sofifa.com/player/184190/romain-thomas/20/159586,R. Thomas,Romain Thomas,31,1988-06-12,193,84,France,Angers SCO,75,75,4900000,20000,CB,Left
184271,https://sofifa.com/player/184271/younousse-sankhare/20/159586,Y. Sankharé,Younousse Sankharé,29,1989-09-10,184,80,Senegal,FC Girondins de Bordeaux,75,75,6500000,30000,CM,Left
184392,https://sofifa.com/player/184392/matteo-darmian/20/159586,M. Darmian,Matteo Darmian,29,1989-12-02,182,70,Italy,Manchester United,75,75,5500000,79000,"LB, RB",Right
184457,https://sofifa.com/player/184457/ricky-van-wolfswinkel/20/159586,R. van Wolfswinkel,Ricky van Wolfswinkel,30,1989-01-27,185,70,Netherlands,FC Basel 1893,75,75,6500000,27000,"ST, RM",Right
184703,https://sofifa.com/player/184703/luis-montes/20/159586,L. Montes,Luis Arturo Montes Jiménez,33,1986-05-15,166,68,Mexico,Club León,75,75,3900000,28000,"CM, CDM, CAM",Left
184716,https://sofifa.com/player/184716/joe-allen/20/159586,J. Allen,Joe Allen,29,1990-03-14,168,62,Wales,Stoke City,75,75,6500000,34000,"CM, CDM",Right
184749,https://sofifa.com/player/184749/dan-gosling/20/159586,D. Gosling,Dan Gosling,29,1990-02-01,183,79,England,Bournemouth,75,75,6500000,55000,CM,Right
184873,https://sofifa.com/player/184873/ismael-traore/20/159586,I. Traoré,Ismaël Traoré,32,1986-08-18,184,87,Ivory Coast,Angers SCO,75,75,4300000,20000,CB,Right
186098,https://sofifa.com/player/186098/rodolfo-cota/20/159586,R. Cota,Rodolfo Cota Robles,31,1987-07-03,183,86,Mexico,Club León,75,75,4300000,20000,GK,Right
186115,https://sofifa.com/player/186115/kieran-gibbs/20/159586,K. Gibbs,Kieran  Gibbs,29,1989-09-26,179,70,England,West Bromwich Albion,75,75,5500000,38000,"LB, LWB",Left
186143,https://sofifa.com/player/186143/oliver-norwood/20/159586,O. Norwood,Oliver Norwood,28,1991-04-12,175,69,Northern Ireland,Sheffield United,75,75,6500000,34000,CM,Right
186307,https://sofifa.com/player/186307/marco-fabian/20/159586,M. Fabián,Marco Jhonfai Fabián De La Mora,29,1989-07-21,171,65,Mexico,Philadelphia Union,75,75,6500000,9000,"CAM, RM, CF",Right
186395,https://sofifa.com/player/186395/matt-ritchie/20/159586,M. Ritchie,Matt Ritchie,29,1989-09-10,172,76,Scotland,Newcastle United,75,75,5500000,34000,"LWB, RM",Left
186521,https://sofifa.com/player/186521/bernardo-espinosa/20/159586,B. Espinosa,Bernardo José Espinosa Zúñiga,29,1989-07-11,192,86,Colombia,RCD Espanyol,75,75,5500000,24000,CB,Right
186961,https://sofifa.com/player/186961/alberto-paloschi/20/159586,A. Paloschi,Alberto Paloschi,29,1990-01-04,182,80,Italy,SPAL,75,75,6500000,16000,ST,Right
187421,https://sofifa.com/player/187421/jorge-hernandez/20/159586,J. Hernández,Jorge Daniel Hernández Govea,30,1989-06-10,171,78,Mexico,Pachuca,75,75,5500000,19000,"CDM, CM",Right
187517,https://sofifa.com/player/187517/viktor-vasin/20/159586,V. Vasin,Viktor Vasin,30,1988-10-06,192,83,Russia,PFC CSKA Moscow,75,75,5500000,1000,CB,Right
187800,https://sofifa.com/player/187800/mauricio-isla/20/159586,M. Isla,Mauricio Aníbal Isla Isla,31,1988-06-12,176,75,Chile,Fenerbahçe SK,75,75,4800000,48000,"RB, CM",Right
188166,https://sofifa.com/player/188166/matt-phillips/20/159586,M. Phillips,Matt Phillips,28,1991-03-13,183,75,Scotland,West Bromwich Albion,75,75,6500000,41000,"RM, CAM",Right
188253,https://sofifa.com/player/188253/james-mccarthy/20/159586,J. McCarthy,James McCarthy,28,1990-11-12,180,72,Republic of Ireland,Crystal Palace,75,75,6000000,44000,"CDM, CM",Right
188337,https://sofifa.com/player/188337/mubarak-wakaso/20/159586,M. Wakaso,Mubarak Wakaso,28,1990-07-25,171,72,Ghana,Deportivo Alavés,75,75,6500000,23000,"CM, LM",Left
188524,https://sofifa.com/player/188524/volkan-babacan/20/159586,V. Babacan,Volkan Babacan,30,1988-08-11,192,86,Turkey,Medipol Başakşehir FK,75,75,4500000,24000,GK,Right
188938,https://sofifa.com/player/188938/cristian-alvarez/20/159586,C. Álvarez,Cristian Darío Álvarez,33,1985-11-13,186,83,Argentina,Real Zaragoza,75,75,3600000,8000,GK,Right
189043,https://sofifa.com/player/189043/daniel-brosinski/20/159586,D. Brosinski,Daniel Brosinski,30,1988-07-17,178,70,Germany,1. FSV Mainz 05,75,75,5500000,23000,RB,Right
189053,https://sofifa.com/player/189053/francesco-caputo/20/159586,F. Caputo,Francesco Caputo,31,1987-08-06,181,74,Italy,Sassuolo,75,75,6000000,47000,ST,Right
